"dölimba ximhun","dulinba simhun"
"dölimbad","dulimbade"
"dölin","dulin"
"dönjim","donjimbi"
"dönjin","donjin"
"dörhi","dorgi"
"dörim","dorimbi"
"döv","dobi"
"dövir","dobori"
"dövir dölin","dobori dulin"
"döxüm","dosimbi"
"döxür haqin","dosire hacin"
"döxün","dosin"
"düdiadiaku","dudiyadiyakū"
"dülhün","dulhin"
"dürhum","durgimbi"
"dürhundum","durgindumbi"
"dürhuvum","durgibumbi"
"düriang","duranggi"
"düriang nanthun","duranggi nantuhūn"
"dürü","duri"
"dürüm","durimbi"
"dürünum","durinumbi"
"dürüvum","duribumbi"
"düxal","dosila"
"eba","eba"
"ebuh sabuhu","ebuhu sabuhū"
"eche","ecike"
"ededi dadadi","ededi dadadi"
"edelem","edelembi"
"eden","eden"
"eden ekihun","eden ekiyehun"
"eden daden","eden dadan"
"ederi amxi","ereci amasi"
"ederi tülhin","ereci tulgiyen"
"edulem","edulembi"
"edulevem","edulebumbi"
"edulh nan","edulehe niyalma"
"eh","eh"
"eh","ehe"
"eh ineng","ehe inenggi"
"eh suhdun","ehe sukdun"
"ehedem","ehedembi"
"ehelem","ehelembi"
"eheling","ehelinggu"
"ehenchum","ehencumbi"
"eheng","ehengge"
"eherem","eberembi"
"eherevem","eherebumbi"
"ehqin","ekcin"
"ehq irem","ekcireme"
"ehsem","ekšembi"
"ehsem sahxim","ekšeme saksimbi"
"ei","eye"
"eiten","eiten"
"eiten zhak","eiten jaka"
"eiterem","eiterembi"
"eiterevem","eiterebumbi"
"eiterku","eitereku"
"eiterqive","eiterecibe"
"ekihun","ekiyehun"
"ekim","ekiyembi"
"ekisak","ekisaka"
"ekivem","ekiyembumbi"
"ektershim","ekteršembi"
"elbim","elbimbi"
"elden","elden"
"elden xilmen","elden silmen"
"eldenem","eldenembi"
"eldenevem","eldenebumbi"
"eldeng","eldengge"
"eldeng fiang","eldengge fiyangga"
"eldeng gev","eldengge gebu"
"eldeshim","eldešembi"
"elehun","elehun"
"elem","elembi"
"elenem","elenembi"
"elevem","elebumbi"
"elh","elhe"
"elh fönjim","elhe fonjimbi"
"elh nelh","elhe nelhe"
"elh taifin","elhe taifin"
"elhe","elhe"
"elheken","elheken"
"elhekendi","elhekendi"
"elhenem","elhenembi"
"elhenevem","elhenebumbi"
"elhin","elgiyen"
"elhin bierhem","elgiyen bargiyambi"
"eli","elei"
"eli davenvi","elei dabanafi"
"elimang","elemangga"
"elke","elheken"
"elki","elekei"
"elqi","elci"
"elven","elben"
"elqin","elcin"
"elven bo","elben boo"
"elzhim","eljembi"
"em","ume"
"em","emu"
"em bad","emu bade"
"em duali","emu duwali"
"em durun","emu durun"
"em erind","emu erinde"
"em falen","emu falan"
"em keveleng","emu hefelinggu"
"em majig","emu majige"
"em udu","emu udu"
"em uvu","emu ubu"
"em zhalen","emu jalan"
"em haqin","emu hacin"
"embiqi","embici"
"emdan","emu mudan"
"emdande","emdande"
"emduvei","emdubei"
"emem","ememu"
"emeng","enggemu"
"emeng girang","enggemu giranggi"
"emgeri","emgeri"
"emh","emhe"
"emhun","emhun"
"emhun ezhilem","emhun ejelembi"
"emhun ilitang","emhun ilitangga"
"emhun jingji","emhun jingji"
"emken","emken"
"emqi","emuci"
"emsak","emsak"
"emte","emteli"
"emulem","emulembi"
"enchehedem","encehedembi"
"enchehen","encehen"
"encheheng","encehengge"
"enchulem","enculembi"
"enchus'hun","encus'hūn"
"enchus'hun taus","encus'hūn toose"
"endevem","endebumbi"
"endevku","endebuku"
"endi","unde"
"enduri","enduri"
"enduring","enduringge"
"enduring nan","enduringge niyalma"
"enen","enen"
"eneng","enenggi"
"engelem","enggelembi"
"engelevem","enggelebumbi"
"eni","eme"
"eni bei","eniye beye"
"enie","eniye"
"enke","enteke"
"entehem","enteheme"
"er","ere"
"er ani","ere aniya"
"er jirhi","ere jergi"
"erey jelin","erei jalin"
"erey turhunde","erei turgunde"
"erai","erai"
"erali","ere adali"
"eraling","erei adalingga"
"erang","erei adalingga"
"erd","erde"
"erde","erde"
"erdekn","erdeken"
"erdem","erdemu"
"erdem mutun","erdemu muten"
"erdemung","erdemungge"
"erechun","erecun"
"erem","erembi"
"ereqi","ereci"
"erhelem","ergelembi"
"erhelji","erhelji"
"erheltei","ergeltei"
"erhem","ergembi"
"erhen","ergen"
"erben bei","ergen beye"
"erhen döxüm","ergen dosimbi"
"erhen hetem","ergen hetumbi"
"erhen selem","ergen šelembi"
"erhen temsim","ergen temšembi"
"erhen yadem","ergen yadambi"
"erben giam","ergen gaimbi"
"erheng","ergengge"
"erhevem","ergebumbi"
"erhi","ergi"
"erie","eriye"
"erie noko sim","eriye noko seme"
"erin","erin"
"erindari","erin dari"
"erin fon","erin fon"
"erkedem","erkedembi"
"erkelzhim","erkeljembi"
"ershim","eršembi"
"ersun","ersun"
"ertem","ertumbi"
"erulum","erulembi"
"erun","erun"
"erva","ere ba"
"es","ese"
"esa","eša"
"ese","esbe"
"esen","esben"
"es'h","esihe"
"es'heling","es'helinggu"
"es'heng","esihengge"
"esk","eske"
"etem","etembi"
"eten","eten"
"etengilem","etenggilembi"
"etevem","etebumbi"
"ethulum","etuhulembi"
"ethun","etuhun"
"ethuning","etuhun ningge"
"ethushiku","etuhušeku"
"ethushim","etuhušembi"
"eva","uba"
"evderem","ebderembi"
"evderku","ebdereku"
"evelem","efulembi"
"evelevem","efulebumbi"
"even","efen"
"ever","eberi"
"everem","eberembi"
"everevem","eberebumbi"
"everhi","ere ergi"
"everken","eberiken"
"evezhim","efujembi"
"evi havi aku","ebi habi akū"
"evqi","ebci"
"evsem","ebišembi"
"evser bo","ebišere boo"
"evxi","ebsi"
"evxiken","ebsiken"
"exi","esi"
"eyim","eyembi"
"eyir muku","eyere muke"
"eyir uxiha","eyere usiha"
"eyin","eyen"
"eyin gol","eyen golo"
"eyün","eyun"
"eyün nun","eyun nun"
"ezhen","ejen"
"ezhen han","ejen han"
"ezhesu","ejesu"
"ezhethen","ejethen"
"ezhetulem","ejetulembi"
"ezhilem","ejelembi"
"ezhilevem","ejelebumbi"
"ezhim","ejembi"
"fa","fa"
"fachem","facambi"
"fachevem","facabumbi"
"fachik","facakū"
"fachik fonku","facakūi fontoho"
"fachuhun","facuhūn"
"fachuhurum","facuhūrambi"
"fachuhuruvum","facuhūrabumbi"
"fad","fadu"
"fafuri","fafuri"
"fafurshim","fafuršambi"
"faguan","faguwan"
"faidem","faidambi"
"faiden","faidan"
"faiqim","faššambi"
"faizhum","faijuma"
"fajirhan","fajiran"
"fajirhan serkin","fajiran serkin"
"fak fak","fak fak"
"falem","falambi"
"falen","falan"
"falen tandem","falan tandambi"
"faleng","falanggū"
"falevem","falabumbi"
"falh even","falaha efen"
"falichun","falicun"
"falim","falimbi"
"falin","falin"
"falindum","falindumbi"
"fam","fambi"
"famevem","fambumbi"
"famidor","pamidor"
"fanchal","fancal"
"fanchem","fancambi"
"fanchevem","fancabumbi"
"fanchevh beda","fancabuha buda"
"fangsan","fangšan"
"fangunglem","fangunglembi"
"fanihian","fanihiyan"
"faqihiashim","facihiyašambi"
"far far","far far"
"fare","fara"
"farenem","faranambi"
"farhimbum","fargimbumbi"
"fart simak","fart semak"
"farxi","farsi"
"farxilem","farsilambi"
"farhem","fargambi"
"farhevem","fargabumbi"
"farhun","farhūn"
"farhun sualiam","farhūn suwaliyame"
"farhukun","farhūkan"
"fasar fasar","fasar fasar"
"fasim","fasimbi"
"fashelem","fašelembi"
"fashshim","faššambi"
"fatelem","fatalambi"
"fatem","fatambi"
"faten","fatan"
"fatiau","fatiyoo"
"fath","fatha"
"favelem","fafulambi"
"favun","fafun"
"favun kauli","fafun kooli"
"fay xithun","fai sithun"
"fayaven","fayabun"
"fayim","fayambi"
"fayivem","fayabumbi"
"faying","fayangga"
"fazhen","fajan"
"fah","faha"
"fahey muku","fahai muke"
"fahchem","fakcambi"
"fahchevem","fakcabumbi"
"fahenem","fahanambi"
"fahjilem","fakjilambi"
"fahjin","fakjin"
"fans","faksa"
"fahs jil dam","faksa jili dambi"
"fahselem","faksalambi"
"fahsezhim","faksajambi"
"fahun","fahūn"
"fahun ambu","fahūn amba"
"fahxi erdem","faksi erdemu"
"fahxidem","faksidambi"
"fahxing","faksingga"
"fakar","fakūri"
"fakar türhün","fakūri umiyesun"
"fe","fe"
"fe feterem","fe feterembi"
"fe iche","fe ice"
"fe songko","fe songko"
"fe zhak","fe jaka"
"fechem","fucembi"
"fechevem","fucebumbi"
"fedarem","fudarambi"
"fedas'hun","fudasihūn"
"fedem","fudembi"
"feder zhak","fudere jaka"
"fehxim","feksimbi"
"fehxivem","feksibumhi"
"fei","feye"
"fei yar","feye yara"
"feiji","feiji"
"feizhou","feijeo"
"fejil","fejile"
"fejirhi","fejergi"
"fejirhi sechike","fejergi sencehe"
"fekem","fekumbi"
"fekevem","fekubumbi"
"fekuchem","fekucembi"
"fel","fel"
"fel vazhim","fel wajimbi"
"felan","fulan"
"felan mörin","fulan morin"
"felahun","fulahūn"
"felahun felgian","fulahūn fulgiyan"
"felahuri","fulahūri"
"felak","felakū"
"felgian","fulgiyan"
"felgian bilha","fulgiyan bilha"
"felgian ihan","fulgiyan ihan"
"felgianzhi","fulgiyanjy"
"feigiakendi","fulgiyakandi"
"felqin","fulcin"
"feltahulem","filtahūlambi"
"feltahun","filtahūn"
"femen","femen"
"femen huazhim","femen hūwajambi"
"fempi","fempi"
"fen","fun"
"fen fian","fun fiyan"
"fenbi","funfi"
"fenchem","funcembi"
"fenchevem","funcebumbi"
"fengjan","fengjiyan"
"fengjanzhuyi","fengjiyanjuyi"
"fengjas","fengjiyase"
"fengnim","fulmiyembi"
"fengnin","fulmiyen"
"fengpilem","fengpilembi"
"fengqin","fengcin"
"fengs","fengse"
"fengs fungal","fengse funggala"
"fengsam","fungšambi"
"fengtu","fengtu"
"fengtulem","fengtulembi"
"fenih","funiyehe"
"fenli","fenli"
"fentanem","funtanambi"
"fenxilem","fensilembi"
"feqihialem","fucihiyalambi"
"fer","fere"
"fer far","fer far"
"fer hechem","fere heceme"
"ferhem","ferguwembi"
"ferhevem","ferguwebumbi"
"ferhuchuku","ferguwecuke"
"fesim","fusimbi"
"fesk","fengseku"
"feta","futa"
"fetem","fetembi"
"fetem tom","feteme toombi"
"feten","feten"
"feterem","feterembi"
"feterevem","feterebumbi"
"fetevem","fetebumbi"
"feyilem","feyelembi"
"feyim","fuyembi"
"feyih muku","fuyehe muke"
"feyivem","fuyebumbi"
"fehsam","fucihiyambi"
"fi","fi"
"fialar fialar","fiyalar fiyaiar"
"fian","fiyan"
"fian bechem","fiyan bucembi"
"fian tiqivem","fiyan tucibumbi"
"fian giam","fiyan gaimbi"
"fiang","fiyangga"
"fiangkalen","fangkalan"
"fiangkalkan","fangkalakan"
"fiangkaning","fangkalan ningge"
"fianji","fiyanji"
"fianjilem","fiyanjilambi"
"fiar fiar","fiyar fiyar"
"fias'h","fiyas'ha"
"fiavelem","fosomimbi"
"fiakelem","fiyakalambi"
"fiakem","fiyakūmbi"
"fiakevem","fiyakūbumbi"
"fiaku","fiyakū"
"ficham","ficambi"
"fichaku","ficakū"
"fieu","fiyoo"
"fih","fehi"
"fih halem","fehi halambi"
"fihem","fihembi"
"fihemku","fihemku"
"fihevem","fihebumbi"
"fiht","fihete"
"fihtun","fiktu"
"fihtun biam","fiktu baimbi"
"fik fik","fik fik"
"fila","fila"
"filen","fiyelen"
"filhim","fulgiyembi"
"filhivem","fulgiybumbi"
"filim","filembi"
"filin","fiyelen"
"filing","fulenggi"
"filivem","filebumbi"
"fing fiang","fing fiyang"
"fintam","fintambi"
"fintam halhun","fintame halhūn"
"finzham","finjamu"
"firim","firumbi"
"firim tom","firume toombi"
"firivem","firubumbi"
"fis","feise"
"fisa","fisa"
"fisay amel","fisai amala"
"fisimbum","fisembumbi"
"fita","fita"
"fita fida","fita fida"
"fitem","fithembi"
"fithem","fithembi"
"fithevem","fithebumbi"
"fitk","fitheku"
"fixin","fisin"
"fixining","fisin ningge"
"fiyang","fiyanggū"
"fiyang ximhun","fiyanggū simhun"
"fodom","fodombi"
"fodohu","fodoho"
"folon","folon"
"folum","folombi"
"folum kelem","folome kelembi"
"folh","fulhū"
"fondulum","fondolombi"
"fonduluvum","fondolobumbi"
"fonduzhum","fondojombi"
"fonduzhuvum","fondojobumbi"
"font","fondo"
"font gavtem","fondo gabtambi"
"fonku","fontoho"
"for fonku","for fontoho"
"forsum","foršombi"
"fortum","forombi"
"foruh iqi","foroho ici"
"forun","foron"
"foruvum","forobumbi"
"forheshim","forogošombi"
"forhun","forgon"
"forku","forko"
"forsolom","fosolombi"
"fos'hun","fusihūn"
"fos'hun tem","fusihūn tembi"
"foturum","fotorombi"
"fovum","fobombi"
"foxihun","fusihūn"
"foxihusim","fusihūšambi"
"fuqih","fucihi"
"fuchur fachar","fucur facar"
"fudaulem","fudoolembi"
"fudaxi","fudasi"
"fudaxi das'halan","fudasi das'halan"
"fudulum","fudelembi"
"fuduzhim","fudejembi"
"fufa sim","fufa seme"
"fuhchun","fukcun"
"fuhjilem","fukjilembi"
"fuhjin","fukjin"
"fuhu","fuhu"
"fuhum","fehumbi"
"fuk fak","fuk fak"
"fukdurum","fukderembi"
"fukum","fukumbi"
"fuldun","fuldun"
"fulh","fulehe"
"fulh tandem","fulehe tandambi"
"fulhuda","fulehe da"
"fulhun","fulhun"
"fulimbum","fulimbumbi"
"fulkun","fulukan"
"fulu","fulu"
"fulu ba","fulu ba"
"fumurum","fumerembi"
"fundexi","fundesi"
"fungal","funggala"
"fungku","fungku"
"fungsun","fungšun"
"fur far","fur far"
"fur fur","fur fur"
"fur ximhun","ferhe simhun"
"furtun","furgetun"
"furum","furumbi"
"furuh beda","furuhe buda"
"fus","fuse"
"fusenem","fusenembi"
"fus'hem","fus'hembi"
"fus'hevem","fus'hebumbi"
"fus'hu","fus'hu"
"fus'hulum","fes'helembi"
"fusum","fusumbi"
"fusuvum","fusubumbi"
"fusuzhim","fusejembi"
"futurum","futurembi"
"fuxihen","fusihen"
"fuzhurlum","fujurulambi"
"fuzhurluvum","fujurulabumbi"
"fuka","fuka"
"fukanem","fukanambi"
"fölüdüm","folidembi"
"fönjim","fonjimbi"
"fönjin","fonjin"
"fönjivem","fonjibumbi"
"förim","forimbi"
"förivem","foribumbi"
"fös","fiyoose"
"fötem","faitambi"
"fötem","fiyotombi"
"fötku","faitakū"
"fötkunem","fithenembi"
"föhulun","foholon"
"föhulkun","foholokon"
"gechem","gecembi"
"gechen","gecen"
"gechen gechem","gecen gecembi"
"gechuhun","gecuhun"
"gechuhuri","gecuheri"
"gedeng godung","gedeng godong"
"geder goder","geder godur"
"gederem","gederembi"
"gederevem","gederebumbi"
"gegerem","gegerembi"
"gehe","gege"
"gehe emh","gege emhe"
"gehshim","gekšembi"
"geji","geji"
"geji tulum","geji tulembi"
"gel","geli"
"gelchiku","gelecuke"
"gelem","gelembi"
"gelem golum","geleme golombi"
"geleng golung","geleng golong"
"gelevem","gelebumbi"
"gelh golh","gelehe goloho"
"gemerem","gemerembi"
"gemerevem","gemerebumbi"
"gemerku","gemereku"
"geming","geming"
"gemun","gemun"
"gemun hechen","gemun hecen"
"gen da","gen da"
"genchehen","gencehen"
"genem","genembi"
"genken","genken"
"geng","geng"
"geng gang","gengge gangga"
"gengedem","genggedembi"
"genger ganger","gengger ganggar"
"gengilem","genggiyelembi"
"gengsim","gengšembi"
"genterem","geterembi"
"genterevem","geterebumbi"
"gentulum","gentulembi"
"gentuluvum","gentulebumbi"
"ger gar","ger gar"
"gered","gerede"
"geren","geren"
"geren garen","geren garan"
"gerenosu","gerenosu"
"gerhen farhun","gerhen farhūn"
"gerhen mukum","gerhen mukiyembi"
"geri","geri"
"geri fari","geri fari"
"gerqilem","gercilembi"
"gerudei","gerudei"
"gesge","gese"
"geso","gesu"
"getem","getembi"
"getevem","getebumbi"
"get'hulum","getukelembi"
"get'hun","getuken"
"geu mörin","geo morin"
"geudevem","geodebumbi"
"gev","gebu"
"gev alhin","gebu algin"
"gev aku ximhun","gebu akū simhun"
"gev bum","gebu bumbi"
"gev hal","gebu hala"
"gevelem","gehulembi"
"geveng","gebungge"
"geyim","geyembi"
"gezher gezher","gejer gejer"
"gezhurem","gejurembi"
"gezhurexi","gejuresi"
"gia","giya"
"gialem","giyalambi"
"gialevem","giyalabumbi"
"gialku","giyalakū"
"glam","gaimbi"
"giamun","giyamun"
"gian","giyan"
"gian bo","giyan boo"
"gian giani","giyan giyani"
"giang fiang","giyang fiyang"
"giangdo","giyangdo"
"giarem","giyarimbi"
"giay uchun","giyai ucun"
"giahun","giyahūn"
"giahutu","giyohūtu"
"gida","gida"
"gidalem","gidalambi"
"gidalevem","gidalabumbi"
"gidam","gidambi"
"gidashim","gidašambi"
"gidashivem","gidašabumbi"
"gidavem","gidabumbi"
"gieu","giyoo"
"gija mija","gija mija"
"gija huda","gija hūda"
"gijalem","gijalambi"
"gijik","gijik"
"gijir gajir","gijir gajir"
"giling giling","giling giling"
"gilter galter","gilter galter"
"giltershim","giltaršambi"
"giltukan","giltukan"
"gilzham","giljambi"
"gimsun","gimsun"
"gin","gin"
"gin förim","gin forimbi"
"gindana","gindana"
"gingin","genggiyen"
"gingining","genggiyen ningge"
"gingiken","genggiyeken"
"ginglem","ginglembi"
"gingulem","ginggulembi"
"gingulevem","ginggulebumbi"
"gingxim","gingsimbi"
"gingkam","gingkambi"
"giqku","gicuke"
"giran","giran"
"giran zhavem","giran jafambi"
"girang","giranggi"
"girang gimsun","giranggi gimsun"
"girang yeli","giranggi yali"
"girang zhavem","giranggi jafambi"
"girhim","girhimbi"
"girin","girin"
"girin gia","girin giya"
"giru","giru"
"giruehun","girucun"
"girutu","girutu"
"gisavem","gisabumbi"
"gisirem","gisurembi"
"gisirem dahevem","gisurem dahabumbi"
"gisirevem","gisurebumbi"
"gisumzhan","gisumjan"
"gisun","gisun"
"gikur gakur","gikūr gakūr"
"gu","gu"
"gua","guva"
"gua tam","guwa tuwambi"
"gualaji","guwalaji"
"gualem","guwalambi"
"guaqihialem","gūwacihiyalambi"
"guchu","gucu"
"guchulum","guculembi"
"gudul","gudulu"
"gudum","gudumbi"
"gudur gudur","gudur gudur"
"gudus gudus","gudus gudus"
"guhsahun","guksahūn"
"guhu","gugu"
"guhun","gehun"
"gui","guye"
"guigu","guigu"
"guis","guise"
"gukum","gukumbi"
"gukuvum","gukubumbi"
"gul","gul"
"gul","gulu"
"guldum","guldumbi"
"guldumku","guldumku"
"gulhie","guilehe"
"gulhun","gulhun"
"gultku","gulteku"
"gulum","gulembi"
"gulung gulung","gulung gulung"
"gum","gemu"
"gundum","guwendembi"
"gung amban","gungge amban"
"gungdur gungdur","gungdur gungdur"
"gungfen","gungfen"
"gunglum","gunglembi"
"gunglum giam","gungleme gaimbi"
"gungnechiku","gungnecuke"
"gungnem","gungnembi"
"gungnevem","gungnebumbi"
"gungtunum","gungtunembi"
"guqike","kuwecihe"
"gurhu","gurgu"
"gurim","gurimbi"
"gurinjim","gurinjimbi"
"gurivem","guribumbi"
"gurum","gurumbi"
"gurun","gurun"
"gurun bo","gurun boo"
"gurun xiden","gurun siden"
"gurun zhechen","gurun jecen"
"gurnnb harar zhuyi","gurunbe hairara juyi"
"guruni efu","guruni efu"
"guruni kiru","guruni kiru"
"guruni temhetu","guruni temgetu"
"guruni uchun","guruni ucun"
"gurvulzhim","gurbuljembi"
"gurzhen","gurjen"
"gus","guse"
"gus'herku","gus'herkū"
"guvqi","gubci"
"guvu","gufu"
"guvum","guwebumbi"
"göm","gūwambi"
"göm","goimbi"
"gön","giyon"
"gövum","goibumbi"
"hederem","hederembi"
"heh","hehe"
"heh honin","hehe honin"
"heh sahenzhus","hehe sarganjuse"
"hehenan","hehe niyalma"
"heheng","hehengge"
"heher","heheri"
"helerdem","hehedembi"
"hel","hele"
"helenem","helenembi"
"heleng heleng","heleng heleng"
"helmen","helmen"
"helt helt","helte helte"
"hemhen","helmehen"
"hemhamaku","hemhamakū"
"hemhamaku yavem","hemhamakū yabumbi"
"hen","hene"
"henakche","henakcu"
"henchem","hencembi"
"henchevem","hencebumbi"
"henchiku","henceku"
"hendulem","hendulembi"
"hendum","hendumbi"
"hengsim","hengšembi"
"her har","her har"
"herchun aku","hercun akū"
"herem","herembi"
"heren","heren"
"herevem","herebumbi"
"herhen","hergen"
"hersirku","herserkū"
"hesen","hešen"
"hesevun","hesebun"
"heshen ulhen","hešen ulhen"
"hetem","hetembi"
"heth","hethe"
"hethem","hethembi"
"hetu","hetu"
"hetu filen","hetu fiyelen"
"hetu undu","hetu undu"
"hetung","hetung"
"heturum","heturembi"
"heuledem","heoledembi"
"hevdem","hebdembi"
"hevelem","hefeliyembi"
"heveng","hebengge"
"hevsem","hebšembi"
"hezhim","hejembi"
"hezhim fodum","bejeme fodombi"
"hia","hiya"
"hian","hiyan"
"hian asim","hiyan ašumbi"
"hian davku","biyan dabukū"
"hias","hiyase"
"hiahan","hiyaban"
"hida","hida"
"hiling hiling","hiling hiling"
"hing sim","hing seme"
"hingkelem","hengkilembi"
"hingkelevem","hengkilebumbi"
"hingkin","hengkin"
"hingkin xarin","hengkin sarin"
"hinum","hinumbi"
"hir amhem","hir amgambi"
"hirachem","hiracambi"
"hirhim","bergimbi"
"hirhim yavem","hergime yabumbi"
"hirhixi","hergisi"
"hizha","hija"
"huhchum","hukcimbi"
"huhchum buhchum","hukcime bukcumbi"
"huhtum","huthumbi"
"huhu","huhu"
"huhun","huhun"
"huhun tömho","huhun tumiha"
"huhun hahem","huhun bagambi"
"huhuni eni","huhuni eniye"
"huhuri ji","huhuri jui"
"huk huk","huk buk"
"huki","huweki"
"hukimbum","huwekiyembumbi"
"hukimbun","huwekiyembun"
"huking","huwekiyengge"
"huking uxin","huwekiyengge usin"
"hukshim","hukšembi"
"hunguur changer","hunggur cangger"
"hungkerem","hungkerembi"
"hungkerem dam","hungkereme dambi"
"hungkerem dahem","hungkereme dahambi"
"hungkerem xindam","hungkereme sindambi"
"huni","hunio"
"hurhun","hurgen"
"huru ohui","huru ohobi"
"huthu","huthe"
"hutu","hutu"
"huzhu","huju"
"huzhum","hujumbi"
"huzhum yakurem","hujume niyakūrambi"
"huzhurku","hujureku"
"huzhurum","hujurembi"
"huzhuruvum","hujurebumbi"
"i","i"
"i boihun","i boihon"
"ichang","icangga"
"ichaku","icakū"
"iche","ice"
"iche ba","ice ba"
"iche ba lim","ice ba neimbi"
"icheken","iceken"
"ichekendi","icekendi"
"ichemelem","icemlembi"
"ichening","ice ningge"
"idelem","idelembi"
"idunem","nidumbi"
"idurem","idurambi"
"iduxi","idusi"
"if","eifu"
"if huaren","eifu kūwaran"
"ihe","niyehe"
"iher","eiheri"
"iher fesk","eiheri fengseku"
"iher mor","eiheri moro"
"iber tams","eiheri tamse"
"ihin","eigen"
"ihin heh","eigen hehe"
"ihjir yahjir","igjir yagjir"
"ihsem","iksembi"
"ijarem","ijarambi"
"iji ihan","eje ihan"
"ijim","izhumbi"
"ijirem","ijurambi"
"ijis'hun","ijis'hūn"
"ijivem","ijubumbi"
"ikeng hah","yekengge haha"
"iktam","iktambi"
"ilam","ilimbi"
"ilam","ilambi"
"ilan","ilan"
"ilanofi","ilanofi"
"ilaqi","ilaci"
"ilaqi ani","ilaci aniya"
"ilavem","ilibumbi"
"ilah muku","iliha muke"
"ilah orun","iliha oron"
"ileken","iletuken"
"ilem","niyelembi"
"iletu","iletu"
"iletulem","iletulembi"
"iletung","iletungge"
"iliburan","iliburan"
"ilim","ilembi"
"ilim","ilimbi"
"iling","ilenggu"
"ilivem","ilebumbi"
"ilivem","ilibumbi"
"ilivem arem","ilibume arambi"
"ilk","nilakū"
"illva","ilban"
"ilva nanen","ilban nahan"
"ilha","ilha"
"ilham","ilgambi"
"ilhanem","ilhanambi"
"ilhang","ilhangga"
"ilhasim","ilgašambi"
"im","ilimbi"
"im ilam","ilime ilimbi"
"im xühua","im suiha"
"imbel yambel","imbuli yambuli"
"imil choko","emilen coko"
"imilin","emilen"
"imqim","imcimbi"
"imqin","imcin"
"imqin","imcin"
"in","inu"
"in qisui","ini cisui"
"ina","ina"
"ina sahenji","ina sarganjui"
"ina haheji","ina hahaji"
"inchalem","incalambi"
"inchik","injeku"
"indem","indembi"
"indem","yendembi"
"ineku","ineku"
"ineku ani","ineku aniya"
"ineng","inenggi"
"ineng amel","inenggi amala"
"ineng dölin","inenggi dulin"
"ineng sun","inenggi šun"
"inengdari","inenggidari"
"ing","ing"
"ing huaren","ing kūwaran"
"inggel","ingguwehe"
"inggel yanggel","inggel yanggel"
"ingto","ingtori"
"ini","inu"
"injichiku","injecuke"
"injim","injembi"
"injivem","injebumbi"
"ins","inse"
"intan","nitan"
"intarem","nitarambi"
"inzhi","ninju"
"inzhemu","ninju emu"
"iqihiam","icihiyambi"
"iqihiavem","icihiyabumbi"
"iqi","ici"
"iqi gal","ici gala"
"iqik","iceku"
"iqim","icembi"
"iqishim","icišambi"
"iqivem","icebumbi"
"ira","ira"
"irem","erimbi"
"irevem","eribumbi"
"irgen","irgen"
"irgevem","irgebumbi"
"irgevun","irgebun"
"irgevun arem","irgebun arambi"
"irgevuxi","irgebusi"
"irgezhen","irgejen"
"irk","eriku"
"irk uxiha","eriku usiha"
"irk xühu","eriku suihe"
"irtem","yertembi"
"is","ise"
"is","ise"
"isalem","isalambi"
"isam","isambi"
"isan","isan"
"isavem","isabumbi"
"is'henem","esukiyembi"
"is'henevem","esukiyebumbi"
"is'huken","is'huken"
"is'hun","is'hun"
"is'hun ani","is'hun aniya"
"is'hun udun","is'hun edun"
"is'hund","is'hunde"
"isilem","iselembi"
"isim","isembi"
"isim xindam","iseme sindambi"
"isivem","isebumbi"
"isiven","isebun"
"iv","yebe"
"ivahen","ibagan"
"ivahen busku","ibagan bušuku"
"ivchung","yebcungge"
"ivedem","ibedembi"
"ivedheng","ibedehengge"
"ivelem","yebelembi"
"ivelevem","yebelebumbi"
"iveng iveng","iweng iweng"
"ivialem","ubaliyambi"
"ivialevem","ubaliyabumbi"
"iviam","ubiyambi"
"iviavem","ubiyabumbi"
"ivim","efimbi"
"ivim","ufimbi"
"ivim","ebimbi"
"ivin","efin"
"ivivem","efibumbi"
"ivivem","ufibumbi"
"ivivem","ebibumbi"
"ivkel ivkel","ibkel ibkel"
"ivkelzhem","yebkeljembi"
"ivken","yebken"
"ivtenem","ibtenembi"
"ivkam","ibkambi"
"ivkavem","ibkabumbi"
"ixihim","isihimbi"
"ixihivem","isihibumbi"
"ixim","isimbi"
"ixinem","isinambi"
"ixinheli bad","isinahala bade"
"ixiqini","isicibe"
"ixite","isite"
"ixivem","isibumbi"
"iyi","yeye"
"izha","ija"
"ihan","ihan"
"ihan filin","ihan fiyelen"
"ihan luka","ihan luka"
"ihan vih","ihan uihe"
"ihan xülia","ihan suila"
"ikan","nikan"
"jangen","janggin"
"jangpi","jiyangpi"
"janqihun","jancuhūn"
"jas","jiyase"
"jau","jiyoo"
"jau sel","jiyoo sele"
"jaus","jiyoose"
"javak","jiyawak"
"jaxim","jasimbi"
"jaxihan","jasigan"
"jefangjün","jiyefangjiyun"
"jejim","jajambi"
"jelim","jailambi"
"jelin","jalin"
"jeling","jalingga"
"jelintem","jailatambi"
"jelivem","jailabumbi"
"jeqi","jaici"
"jeqing","jaici ningge"
"ji","jui"
"ji ilha","ji ilha"
"ji yeli","ji yali"
"jider ani","jidere aniya"
"jiduqi","jiduci"
"jigelem","jigelembi"
"jiguan","jiguwan"
"jiguanqang","jiguwanciyang"
"jihe","jihe"
"jiji","jiji"
"jil","jili"
"jil dam","jili dambi"
"jilam","jilambi"
"jilan","jilan"
